day,spend,impressions
1/11/2024,"$968,33 ",161.840
2/11/2024,"$999,83 ",167.105
3/11/2024,"$998,38 ",166.862
4/11/2024,"$974,36 ",162.848
5/11/2024,"$995,21 ",166.332
6/11/2024,"$992,38 ",165.859
7/11/2024,"$1.009,77 ",168.766
8/11/2024,"$1.011,31 ",169.023
9/11/2024,"$964,12 ",161.136
10/11/2024,"$990,47 ",165.540
11/11/2024,"$1.010,57 ",168.900
12/11/2024,"$1.000,75 ",167.258
13/11/2024,"$1.029,02 ",171.983
14/11/2024,"$1.013,20 ",169.339
15/11/2024,"$973,53 ",162.709
16/11/2024,"$966,15 ",161.476
17/11/2024,"$1.011,89 ",169.120
18/11/2024,"$962,60 ",160.882
19/11/2024,"$1.007,36 ",168.363
20/11/2024,"$1.035,72 ",173.103
21/11/2024,"$1.006,54 ",168.226
22/11/2024,"$991,55 ",165.721
23/11/2024,"$1.011,96 ",169.132
24/11/2024,"$997,16 ",166.658
25/11/2024,"$1.004,15 ",167.827
26/11/2024,"$1.035,82 ",173.120
27/11/2024,"$991,39 ",165.694
28/11/2024,"$1.037,39 ",173.382
29/11/2024,"$1.032,93 ",172.637
30/11/2024,"$976,16 ",163.149
1/12/2024,"$944,28 ",157.820
2/12/2024,"$945,96 ",158.101
3/12/2024,"$941,56 ",157.366
4/12/2024,"$945,62 ",158.044
5/12/2024,"$976,94 ",163.279
6/12/2024,"$944,38 ",157.837
7/12/2024,"$957,57 ",160.042
8/12/2024,"$985,56 ",164.720
9/12/2024,"$941,83 ",157.411
10/12/2024,"$983,94 ",164.449
11/12/2024,"$955,59 ",159.711
12/12/2024,"$946,88 ",158.255
13/12/2024,"$977,68 ",163.403
14/12/2024,"$974,07 ",162.799
15/12/2024,"$987,30 ",165.010
16/12/2024,"$979,72 ",163.743
17/12/2024,"$983,36 ",164.352
18/12/2024,"$955,60 ",159.712
19/12/2024,"$950,04 ",158.783
20/12/2024,"$980,54 ",163.881
21/12/2024,"$983,54 ",164.382
22/12/2024,"$993,31 ",166.015
23/12/2024,"$962,55 ",160.874
24/12/2024,"$960,39 ",160.513
25/12/2024,"$981,92 ",164.111
26/12/2024,"$958,73 ",160.235
27/12/2024,"$990,13 ",165.483
28/12/2024,"$986,28 ",164.840
29/12/2024,"$963,42 ",161.019
30/12/2024,"$980,56 ",163.884
31/12/2024,"$980,75 ",163.916
1/01/2025,"$944,54 ",157.864
2/01/2025,"$990,96 ",165.622
3/01/2025,"$967,89 ",161.766
4/01/2025,"$986,54 ",164.883
5/01/2025,"$957,14 ",159.970
6/01/2025,"$990,55 ",165.554
7/01/2025,"$961,15 ",160.640
8/01/2025,"$939,17 ",156.966
9/01/2025,"$991,12 ",165.649
10/01/2025,"$943,85 ",157.749
11/01/2025,"$957,09 ",159.961
12/01/2025,"$993,72 ",166.083
13/01/2025,"$993,75 ",166.088
14/01/2025,"$971,85 ",162.428
15/01/2025,"$975,24 ",162.995
16/01/2025,"$964,59 ",161.215
17/01/2025,"$955,58 ",159.709
18/01/2025,"$957,64 ",160.053
19/01/2025,"$977,60 ",163.389
20/01/2025,"$982,24 ",164.165
21/01/2025,"$984,51 ",164.544
22/01/2025,"$984,40 ",164.526
23/01/2025,"$943,85 ",157.749
24/01/2025,"$967,26 ",161.661
25/01/2025,"$941,89 ",157.421
26/01/2025,"$970,46 ",162.196
27/01/2025,"$964,19 ",161.148
28/01/2025,"$990,10 ",165.478
29/01/2025,"$958,93 ",160.269
30/01/2025,"$945,35 ",157.999
31/01/2025,"$946,85 ",158.250
