date,airport_code,airport_name,dma,screen_type,cpm,impressions,spend
2025-05-07 00:00:00,SAT,San Antonio International Airport,"San Antonio, Texas",Restaurant/Bar/Newsstand,18.5,172,3.182
2025-05-07 00:00:00,SAT,San Antonio International Airport,"San Antonio, Texas",Gate,18.5,918,16.983
2025-05-07 00:00:00,SAV,Savannah/Hilton Head International Airport,"Savannah, Georgia",Restaurant/Bar/Newsstand,18.5,215,3.9775
2025-05-07 00:00:00,SEA,Seattle-Tacoma International Airport,"Seattle-Tacoma, Washington",Gate,18.5,2924,54.094
2025-05-07 00:00:00,SFO,San Francisco International Airport,"San Francisco-Oakland-San Jose, California",Restaurant/Bar/Newsstand,18.5,473,8.7505
2025-05-07 00:00:00,SJC,San Jose Mineta International Airport,"San Francisco-Oakland-San Jose, California",Restaurant/Bar/Newsstand,18.5,172,3.182
2025-05-07 00:00:00,SNA,John Wayne Airport Orange County,"Los Angeles, California",Restaurant/Bar/Newsstand,18.5,86,1.591
2025-05-07 00:00:00,STL,St. Louis Lambert International Airport,"St. Louis, Missouri",Restaurant/Bar/Newsstand,18.5,1032,19.092
2025-05-07 00:00:00,STL,St. Louis Lambert International Airport,"St. Louis, Missouri",Gate,18.5,1152,21.312
2025-05-07 00:00:00,TPA,Tampa International Airport,"Tampa-St. Petersburg (Sarasota), Florida",Restaurant/Bar/Newsstand,18.5,903,16.7055
2025-05-08 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,"Atlanta, Georgia",Restaurant/Bar/Newsstand,18.5,4368,80.808
2025-05-08 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,"Atlanta, Georgia",Gate,18.5,5248,97.088
2025-05-08 00:00:00,AUS,Austin-Bergstrom International Airport,"Austin, Texas",Restaurant/Bar/Newsstand,18.5,774,14.319
2025-05-08 00:00:00,BHM,Birmingham-Shuttlesworth International Airport,"Birmingham (Anniston and Tuscaloosa), Alabama",Gate,18.5,276,5.106
2025-05-08 00:00:00,DAL,Dallas Love Field,"Dallas-Fort Worth, Texas",Restaurant/Bar/Newsstand,18.5,344,6.364
2025-05-08 00:00:00,DAL,Dallas Love Field,"Dallas-Fort Worth, Texas",Gate,18.5,344,6.364
2025-05-08 00:00:00,DFW,DFW International Airport,"Dallas-Fort Worth, Texas",Restaurant/Bar/Newsstand,18.5,301,5.5685
2025-05-08 00:00:00,FLL,Fort Lauderdale-Hollywood International Airport,"Miami-Fort Lauderdale, Florida",Restaurant/Bar/Newsstand,18.5,215,3.9775
2025-05-08 00:00:00,GSP,GSP International Airport,Greenville-Spartanburg-Asheville-Anderson,Gate,18.5,252,4.662
2025-05-08 00:00:00,HNL,Honolulu International Airport,"Honolulu, Hawaii",Restaurant/Bar/Newsstand,18.5,817,15.1145
2025-05-08 00:00:00,IAH,George Bush Intercontinental Airport,"Houston, Texas",Restaurant/Bar/Newsstand,18.5,2064,38.184
2025-05-08 00:00:00,JAN,Jackson-Medgar Wiley Evers International Airport,"Jackson, Mississippi",Restaurant/Bar/Newsstand,18.5,128,2.368
2025-05-08 00:00:00,LAX,Los Angeles International Airport,"Los Angeles, California",Restaurant/Bar/Newsstand,18.5,1548,28.638
2025-05-08 00:00:00,MCO,Orlando International Airport,"Orlando-Daytona Beach-Melbourne, Florida",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-08 00:00:00,MIA,Miami International Airport,"Miami-Fort Lauderdale, Florida",Restaurant/Bar/Newsstand,18.5,1075,19.8875
2025-05-08 00:00:00,MIA,Miami International Airport,"Miami-Fort Lauderdale, Florida",Gate,18.5,4002,74.037
2025-05-08 00:00:00,MKE,Milwaukee Mitchell International Airport,"Milwaukee, Wisconsin",Restaurant/Bar/Newsstand,18.5,430,7.955
2025-05-08 00:00:00,MKE,Milwaukee Mitchell International Airport,"Milwaukee, Wisconsin",Gate,18.5,598,11.063
2025-05-08 00:00:00,MSP,Minneapolis-St. Paul International Airport,"Minneapolis-St. Paul, Minnesota",Restaurant/Bar/Newsstand,18.5,2208,40.848
2025-05-08 00:00:00,MSP,Minneapolis-St. Paul International Airport,"Minneapolis-St. Paul, Minnesota",Gate,18.5,2910,53.835
2025-05-08 00:00:00,OGG,Kahului Airport,"Honolulu, Hawaii",Restaurant/Bar/Newsstand,18.5,468,8.658
2025-05-08 00:00:00,SAT,San Antonio International Airport,"San Antonio, Texas",Restaurant/Bar/Newsstand,18.5,172,3.182
2025-05-08 00:00:00,SAT,San Antonio International Airport,"San Antonio, Texas",Gate,18.5,918,16.983
2025-05-08 00:00:00,SAV,Savannah/Hilton Head International Airport,"Savannah, Georgia",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-08 00:00:00,SEA,Seattle-Tacoma International Airport,"Seattle-Tacoma, Washington",Gate,18.5,2924,54.094
2025-05-08 00:00:00,SFO,San Francisco International Airport,"San Francisco-Oakland-San Jose, California",Restaurant/Bar/Newsstand,18.5,473,8.7505
2025-05-08 00:00:00,SJC,San Jose Mineta International Airport,"San Francisco-Oakland-San Jose, California",Restaurant/Bar/Newsstand,18.5,172,3.182
2025-05-08 00:00:00,SNA,John Wayne Airport Orange County,"Los Angeles, California",Restaurant/Bar/Newsstand,18.5,86,1.591
2025-05-08 00:00:00,STL,St. Louis Lambert International Airport,"St. Louis, Missouri",Restaurant/Bar/Newsstand,18.5,1032,19.092
2025-05-08 00:00:00,STL,St. Louis Lambert International Airport,"St. Louis, Missouri",Gate,18.5,1152,21.312
2025-05-08 00:00:00,TPA,Tampa International Airport,"Tampa-St. Petersburg (Sarasota), Florida",Restaurant/Bar/Newsstand,18.5,903,16.7055
2025-05-09 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,"Atlanta, Georgia",Restaurant/Bar/Newsstand,18.5,4407,81.5295
2025-05-09 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,"Atlanta, Georgia",Gate,18.5,5248,97.088
2025-05-09 00:00:00,AUS,Austin-Bergstrom International Airport,"Austin, Texas",Restaurant/Bar/Newsstand,18.5,688,12.728
2025-05-09 00:00:00,BHM,Birmingham-Shuttlesworth International Airport,"Birmingham (Anniston and Tuscaloosa), Alabama",Gate,18.5,276,5.106
2025-05-09 00:00:00,DAL,Dallas Love Field,"Dallas-Fort Worth, Texas",Restaurant/Bar/Newsstand,18.5,344,6.364
2025-05-09 00:00:00,DAL,Dallas Love Field,"Dallas-Fort Worth, Texas",Gate,18.5,344,6.364
2025-05-09 00:00:00,DFW,DFW International Airport,"Dallas-Fort Worth, Texas",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-09 00:00:00,FLL,Fort Lauderdale-Hollywood International Airport,"Miami-Fort Lauderdale, Florida",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-09 00:00:00,GSP,GSP International Airport,Greenville-Spartanburg-Asheville-Anderson,Gate,18.5,252,4.662
2025-05-09 00:00:00,HNL,Honolulu International Airport,"Honolulu, Hawaii",Restaurant/Bar/Newsstand,18.5,903,16.7055
2025-05-09 00:00:00,IAH,George Bush Intercontinental Airport,"Houston, Texas",Restaurant/Bar/Newsstand,18.5,2720,50.32
2025-05-09 00:00:00,JAN,Jackson-Medgar Wiley Evers International Airport,"Jackson, Mississippi",Restaurant/Bar/Newsstand,18.5,128,2.368
2025-05-09 00:00:00,LAX,Los Angeles International Airport,"Los Angeles, California",Restaurant/Bar/Newsstand,18.5,1591,29.4335
2025-05-09 00:00:00,MCO,Orlando International Airport,"Orlando-Daytona Beach-Melbourne, Florida",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-09 00:00:00,MIA,Miami International Airport,"Miami-Fort Lauderdale, Florida",Restaurant/Bar/Newsstand,18.5,1075,19.8875
2025-05-09 00:00:00,MIA,Miami International Airport,"Miami-Fort Lauderdale, Florida",Gate,18.5,4002,74.037
2025-05-09 00:00:00,MKE,Milwaukee Mitchell International Airport,"Milwaukee, Wisconsin",Restaurant/Bar/Newsstand,18.5,430,7.955
2025-05-09 00:00:00,MKE,Milwaukee Mitchell International Airport,"Milwaukee, Wisconsin",Gate,18.5,598,11.063
2025-05-09 00:00:00,MSP,Minneapolis-St. Paul International Airport,"Minneapolis-St. Paul, Minnesota",Restaurant/Bar/Newsstand,18.5,2112,39.072
2025-05-09 00:00:00,MSP,Minneapolis-St. Paul International Airport,"Minneapolis-St. Paul, Minnesota",Gate,18.5,2910,53.835
2025-05-09 00:00:00,OGG,Kahului Airport,"Honolulu, Hawaii",Restaurant/Bar/Newsstand,18.5,507,9.3795
2025-05-09 00:00:00,SAT,San Antonio International Airport,"San Antonio, Texas",Restaurant/Bar/Newsstand,18.5,172,3.182
2025-05-09 00:00:00,SAT,San Antonio International Airport,"San Antonio, Texas",Gate,18.5,918,16.983
2025-05-09 00:00:00,SAV,Savannah/Hilton Head International Airport,"Savannah, Georgia",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-09 00:00:00,SEA,Seattle-Tacoma International Airport,"Seattle-Tacoma, Washington",Gate,18.5,2924,54.094
2025-05-09 00:00:00,SFO,San Francisco International Airport,"San Francisco-Oakland-San Jose, California",Restaurant/Bar/Newsstand,18.5,516,9.546
2025-05-09 00:00:00,SJC,San Jose Mineta International Airport,"San Francisco-Oakland-San Jose, California",Restaurant/Bar/Newsstand,18.5,172,3.182
2025-05-09 00:00:00,SNA,John Wayne Airport Orange County,"Los Angeles, California",Restaurant/Bar/Newsstand,18.5,86,1.591
2025-05-09 00:00:00,STL,St. Louis Lambert International Airport,"St. Louis, Missouri",Restaurant/Bar/Newsstand,18.5,1032,19.092
2025-05-09 00:00:00,STL,St. Louis Lambert International Airport,"St. Louis, Missouri",Gate,18.5,1152,21.312
2025-05-09 00:00:00,TPA,Tampa International Airport,"Tampa-St. Petersburg (Sarasota), Florida",Restaurant/Bar/Newsstand,18.5,989,18.2965
2025-05-10 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,"Atlanta, Georgia",Restaurant/Bar/Newsstand,18.5,4329,80.0865
2025-05-10 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,"Atlanta, Georgia",Gate,18.5,5248,97.088
2025-05-10 00:00:00,AUS,Austin-Bergstrom International Airport,"Austin, Texas",Restaurant/Bar/Newsstand,18.5,645,11.9325
2025-05-10 00:00:00,BHM,Birmingham-Shuttlesworth International Airport,"Birmingham (Anniston and Tuscaloosa), Alabama",Gate,18.5,276,5.106
2025-05-10 00:00:00,DAL,Dallas Love Field,"Dallas-Fort Worth, Texas",Restaurant/Bar/Newsstand,18.5,344,6.364
2025-05-10 00:00:00,DAL,Dallas Love Field,"Dallas-Fort Worth, Texas",Gate,18.5,344,6.364
2025-05-10 00:00:00,DFW,DFW International Airport,"Dallas-Fort Worth, Texas",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-10 00:00:00,FLL,Fort Lauderdale-Hollywood International Airport,"Miami-Fort Lauderdale, Florida",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-10 00:00:00,GSP,GSP International Airport,Greenville-Spartanburg-Asheville-Anderson,Gate,18.5,252,4.662
2025-05-10 00:00:00,HNL,Honolulu International Airport,"Honolulu, Hawaii",Restaurant/Bar/Newsstand,18.5,1376,25.456
2025-05-10 00:00:00,IAH,George Bush Intercontinental Airport,"Houston, Texas",Restaurant/Bar/Newsstand,18.5,2640,48.84
2025-05-10 00:00:00,JAN,Jackson-Medgar Wiley Evers International Airport,"Jackson, Mississippi",Restaurant/Bar/Newsstand,18.5,128,2.368
2025-05-10 00:00:00,LAX,Los Angeles International Airport,"Los Angeles, California",Restaurant/Bar/Newsstand,18.5,2107,38.9795
2025-05-10 00:00:00,MCO,Orlando International Airport,"Orlando-Daytona Beach-Melbourne, Florida",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-10 00:00:00,MIA,Miami International Airport,"Miami-Fort Lauderdale, Florida",Restaurant/Bar/Newsstand,18.5,1075,19.8875
2025-05-10 00:00:00,MIA,Miami International Airport,"Miami-Fort Lauderdale, Florida",Gate,18.5,4002,74.037
2025-05-10 00:00:00,MKE,Milwaukee Mitchell International Airport,"Milwaukee, Wisconsin",Restaurant/Bar/Newsstand,18.5,430,7.955
2025-05-10 00:00:00,MKE,Milwaukee Mitchell International Airport,"Milwaukee, Wisconsin",Gate,18.5,598,11.063
2025-05-10 00:00:00,MSP,Minneapolis-St. Paul International Airport,"Minneapolis-St. Paul, Minnesota",Restaurant/Bar/Newsstand,18.5,2144,39.664
2025-05-10 00:00:00,MSP,Minneapolis-St. Paul International Airport,"Minneapolis-St. Paul, Minnesota",Gate,18.5,2910,53.835
2025-05-10 00:00:00,OGG,Kahului Airport,"Honolulu, Hawaii",Restaurant/Bar/Newsstand,18.5,468,8.658
2025-05-10 00:00:00,SAT,San Antonio International Airport,"San Antonio, Texas",Restaurant/Bar/Newsstand,18.5,172,3.182
2025-05-10 00:00:00,SAT,San Antonio International Airport,"San Antonio, Texas",Gate,18.5,918,16.983
2025-05-10 00:00:00,SAV,Savannah/Hilton Head International Airport,"Savannah, Georgia",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-10 00:00:00,SEA,Seattle-Tacoma International Airport,"Seattle-Tacoma, Washington",Gate,18.5,2924,54.094
2025-05-10 00:00:00,SFO,San Francisco International Airport,"San Francisco-Oakland-San Jose, California",Restaurant/Bar/Newsstand,18.5,473,8.7505
2025-05-10 00:00:00,SJC,San Jose Mineta International Airport,"San Francisco-Oakland-San Jose, California",Restaurant/Bar/Newsstand,18.5,172,3.182
2025-05-10 00:00:00,SNA,John Wayne Airport Orange County,"Los Angeles, California",Restaurant/Bar/Newsstand,18.5,86,1.591
2025-05-10 00:00:00,STL,St. Louis Lambert International Airport,"St. Louis, Missouri",Restaurant/Bar/Newsstand,18.5,1032,19.092
2025-05-10 00:00:00,STL,St. Louis Lambert International Airport,"St. Louis, Missouri",Gate,18.5,1152,21.312
2025-05-10 00:00:00,TPA,Tampa International Airport,"Tampa-St. Petersburg (Sarasota), Florida",Restaurant/Bar/Newsstand,18.5,946,17.501
2025-05-11 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,"Atlanta, Georgia",Restaurant/Bar/Newsstand,18.5,4212,77.922
2025-05-11 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,"Atlanta, Georgia",Gate,18.5,5248,97.088
2025-05-11 00:00:00,AUS,Austin-Bergstrom International Airport,"Austin, Texas",Restaurant/Bar/Newsstand,18.5,688,12.728
2025-05-11 00:00:00,BHM,Birmingham-Shuttlesworth International Airport,"Birmingham (Anniston and Tuscaloosa), Alabama",Gate,18.5,276,5.106
2025-05-11 00:00:00,DAL,Dallas Love Field,"Dallas-Fort Worth, Texas",Restaurant/Bar/Newsstand,18.5,344,6.364
2025-05-11 00:00:00,DAL,Dallas Love Field,"Dallas-Fort Worth, Texas",Gate,18.5,344,6.364
2025-05-11 00:00:00,DFW,DFW International Airport,"Dallas-Fort Worth, Texas",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-11 00:00:00,FLL,Fort Lauderdale-Hollywood International Airport,"Miami-Fort Lauderdale, Florida",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-11 00:00:00,GSP,GSP International Airport,Greenville-Spartanburg-Asheville-Anderson,Gate,18.5,252,4.662
2025-05-11 00:00:00,HNL,Honolulu International Airport,"Honolulu, Hawaii",Restaurant/Bar/Newsstand,18.5,817,15.1145
2025-05-11 00:00:00,IAH,George Bush Intercontinental Airport,"Houston, Texas",Restaurant/Bar/Newsstand,18.5,2464,45.584
2025-05-11 00:00:00,JAN,Jackson-Medgar Wiley Evers International Airport,"Jackson, Mississippi",Restaurant/Bar/Newsstand,18.5,128,2.368
2025-05-11 00:00:00,LAX,Los Angeles International Airport,"Los Angeles, California",Restaurant/Bar/Newsstand,18.5,1591,29.4335
2025-05-11 00:00:00,MCO,Orlando International Airport,"Orlando-Daytona Beach-Melbourne, Florida",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-11 00:00:00,MIA,Miami International Airport,"Miami-Fort Lauderdale, Florida",Restaurant/Bar/Newsstand,18.5,1075,19.8875
2025-05-11 00:00:00,MIA,Miami International Airport,"Miami-Fort Lauderdale, Florida",Gate,18.5,4002,74.037
2025-05-11 00:00:00,MKE,Milwaukee Mitchell International Airport,"Milwaukee, Wisconsin",Restaurant/Bar/Newsstand,18.5,430,7.955
2025-05-11 00:00:00,MKE,Milwaukee Mitchell International Airport,"Milwaukee, Wisconsin",Gate,18.5,598,11.063
2025-05-11 00:00:00,MSP,Minneapolis-St. Paul International Airport,"Minneapolis-St. Paul, Minnesota",Restaurant/Bar/Newsstand,18.5,2048,37.888
2025-05-11 00:00:00,MSP,Minneapolis-St. Paul International Airport,"Minneapolis-St. Paul, Minnesota",Gate,18.5,2910,53.835
2025-05-11 00:00:00,OGG,Kahului Airport,"Honolulu, Hawaii",Restaurant/Bar/Newsstand,18.5,468,8.658
2025-05-11 00:00:00,SAT,San Antonio International Airport,"San Antonio, Texas",Restaurant/Bar/Newsstand,18.5,172,3.182
2025-05-11 00:00:00,SAT,San Antonio International Airport,"San Antonio, Texas",Gate,18.5,918,16.983
2025-05-11 00:00:00,SAV,Savannah/Hilton Head International Airport,"Savannah, Georgia",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-11 00:00:00,SEA,Seattle-Tacoma International Airport,"Seattle-Tacoma, Washington",Gate,18.5,2924,54.094
2025-05-11 00:00:00,SFO,San Francisco International Airport,"San Francisco-Oakland-San Jose, California",Restaurant/Bar/Newsstand,18.5,430,7.955
2025-05-11 00:00:00,SJC,San Jose Mineta International Airport,"San Francisco-Oakland-San Jose, California",Restaurant/Bar/Newsstand,18.5,172,3.182
2025-05-11 00:00:00,SNA,John Wayne Airport Orange County,"Los Angeles, California",Restaurant/Bar/Newsstand,18.5,86,1.591
2025-05-11 00:00:00,STL,St. Louis Lambert International Airport,"St. Louis, Missouri",Restaurant/Bar/Newsstand,18.5,1032,19.092
2025-05-11 00:00:00,STL,St. Louis Lambert International Airport,"St. Louis, Missouri",Gate,18.5,1152,21.312
2025-05-11 00:00:00,TPA,Tampa International Airport,"Tampa-St. Petersburg (Sarasota), Florida",Restaurant/Bar/Newsstand,18.5,946,17.501
2025-05-12 00:00:00,JNU,Juneau Airport,"Juneau, Alaska",Gate,18.5,48,0.888
2025-05-12 00:00:00,JAN,Jackson-Medgar Wiley Evers International Airport,"Jackson, Mississippi",Restaurant/Bar/Newsstand,18.5,128,2.368
2025-05-12 00:00:00,SAV,Savannah/Hilton Head International Airport,"Savannah, Georgia",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-12 00:00:00,HNL,Honolulu International Airport,"Honolulu, Hawaii",Restaurant/Bar/Newsstand,18.5,860,15.91
2025-05-12 00:00:00,OGG,Kahului Airport,"Honolulu, Hawaii",Restaurant/Bar/Newsstand,18.5,468,8.658
2025-05-12 00:00:00,RSW,Southwest Florida International Airport,"Fort Myers-Naples, Naples, Florida",Restaurant/Bar/Newsstand,18.5,261,4.8285
2025-05-12 00:00:00,BHM,Birmingham-Shuttlesworth International Airport,"Birmingham (Anniston and Tuscaloosa), Alabama",Gate,18.5,276,5.106
2025-05-12 00:00:00,JAX,Jacksonville International Airport,"Jacksonville, Florida",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-12 00:00:00,PBI,Palm Beach International Airport,"West Palm Beach-Fort Pierce, Florida",Restaurant/Bar/Newsstand,18.5,129,2.3865
2025-05-12 00:00:00,MKE,Milwaukee Mitchell International Airport,"Milwaukee, Wisconsin",Restaurant/Bar/Newsstand,18.5,430,7.955
2025-05-12 00:00:00,MKE,Milwaukee Mitchell International Airport,"Milwaukee, Wisconsin",Gate,18.5,598,11.063
2025-05-12 00:00:00,GSP,GSP International Airport,Greenville-Spartanburg-Asheville-Anderson,Gate,18.5,252,4.662
2025-05-12 00:00:00,AUS,Austin-Bergstrom International Airport,"Austin, Texas",Restaurant/Bar/Newsstand,18.5,688,12.728
2025-05-12 00:00:00,MCI,Kansas City International Airport,"Kansas City, Missouri",Gate,18.5,1008,18.648
2025-05-12 00:00:00,SAT,San Antonio International Airport,"San Antonio, Texas",Restaurant/Bar/Newsstand,18.5,172,3.182
2025-05-12 00:00:00,SAT,San Antonio International Airport,"San Antonio, Texas",Gate,18.5,918,16.983
2025-05-12 00:00:00,SAN,San Diego International Airport,"San Diego, California",Restaurant/Bar/Newsstand,18.5,344,6.364
2025-05-12 00:00:00,SAN,San Diego International Airport,"San Diego, California",Gate,18.5,2150,39.775
2025-05-12 00:00:00,STL,St. Louis Lambert International Airport,"St. Louis, Missouri",Restaurant/Bar/Newsstand,18.5,1032,19.092
2025-05-12 00:00:00,STL,St. Louis Lambert International Airport,"St. Louis, Missouri",Gate,18.5,1152,21.312
2025-05-12 00:00:00,SMF,Sacramento International Airport,"Sacramento-Stockton-Modesto, California",Restaurant/Bar/Newsstand,18.5,516,9.546
2025-05-12 00:00:00,FLL,Fort Lauderdale-Hollywood International Airport,"Miami-Fort Lauderdale, Florida",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-12 00:00:00,MIA,Miami International Airport,"Miami-Fort Lauderdale, Florida",Restaurant/Bar/Newsstand,18.5,1075,19.8875
2025-05-12 00:00:00,MIA,Miami International Airport,"Miami-Fort Lauderdale, Florida",Gate,18.5,4002,74.037
2025-05-12 00:00:00,MSP,Minneapolis-St. Paul International Airport,"Minneapolis-St. Paul, Minnesota",Restaurant/Bar/Newsstand,18.5,2016,37.296
2025-05-12 00:00:00,MSP,Minneapolis-St. Paul International Airport,"Minneapolis-St. Paul, Minnesota",Gate,18.5,2910,53.835
2025-05-12 00:00:00,MCO,Orlando International Airport,"Orlando-Daytona Beach-Melbourne, Florida",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-12 00:00:00,SEA,Seattle-Tacoma International Airport,"Seattle-Tacoma, Washington",Gate,18.5,2924,54.094
2025-05-12 00:00:00,TPA,Tampa International Airport,"Tampa-St. Petersburg (Sarasota), Florida",Restaurant/Bar/Newsstand,18.5,1075,19.8875
2025-05-12 00:00:00,SFO,San Francisco International Airport,"San Francisco-Oakland-San Jose, California",Restaurant/Bar/Newsstand,18.5,430,7.955
2025-05-12 00:00:00,SJC,San Jose Mineta International Airport,"San Francisco-Oakland-San Jose, California",Restaurant/Bar/Newsstand,18.5,172,3.182
2025-05-12 00:00:00,DCA,Ronald Reagan National Airport,"Washington, D.C. (Hagerstown)",Restaurant/Bar/Newsstand,18.5,473,8.7505
2025-05-12 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,"Atlanta, Georgia",Restaurant/Bar/Newsstand,18.5,4134,76.479
2025-05-12 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,"Atlanta, Georgia",Gate,18.5,5248,97.088
2025-05-12 00:00:00,IAH,George Bush Intercontinental Airport,"Houston, Texas",Restaurant/Bar/Newsstand,18.5,2448,45.288
2025-05-12 00:00:00,PHL,Philadelphia International Airport,"Philadelphia, Pennsylvania",Restaurant/Bar/Newsstand,18.5,850,15.725
2025-05-12 00:00:00,PHL,Philadelphia International Airport,"Philadelphia, Pennsylvania",Gate,18.5,1000,18.5
2025-05-12 00:00:00,DAL,Dallas Love Field,"Dallas-Fort Worth, Texas",Restaurant/Bar/Newsstand,18.5,344,6.364
2025-05-12 00:00:00,DAL,Dallas Love Field,"Dallas-Fort Worth, Texas",Gate,18.5,344,6.364
2025-05-12 00:00:00,DFW,DFW International Airport,"Dallas-Fort Worth, Texas",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-12 00:00:00,LAX,Los Angeles International Airport,"Los Angeles, California",Restaurant/Bar/Newsstand,18.5,1634,30.229
2025-05-12 00:00:00,SNA,John Wayne Airport Orange County,"Los Angeles, California",Restaurant/Bar/Newsstand,18.5,86,1.591
2025-05-13 00:00:00,JNU,Juneau Airport,"Juneau, Alaska",Gate,18.5,48,0.888
2025-05-13 00:00:00,JAN,Jackson-Medgar Wiley Evers International Airport,"Jackson, Mississippi",Restaurant/Bar/Newsstand,18.5,128,2.368
2025-05-13 00:00:00,SAV,Savannah/Hilton Head International Airport,"Savannah, Georgia",Restaurant/Bar/Newsstand,18.5,258,4.773
2025-05-13 00:00:00,HNL,Honolulu International Airport,"Honolulu, Hawaii",Restaurant/Bar/Newsstand,18.5,946,17.501
2025-05-13 00:00:00,OGG,Kahului Airport,"Honolulu, Hawaii",Restaurant/Bar/Newsstand,18.5,468,8.658
2025-05-13 00:00:00,RSW,Southwest Florida International Airport,"Fort Myers-Naples, Naples, Florida",Restaurant/Bar/Newsstand,18.5,522,9.657
2025-05-13 00:00:00,BHM,Birmingham-Shuttlesworth International Airport,"Birmingham (Anniston and Tuscaloosa), Alabama",Gate,18.5,276,5.106
