,Date,Device Type,Campaign,Advertiser Currency Code,Bids,Impressions,Advertiser Cost (Adv Currency),Advertiser CPM (Adv Currency),Clicks,Sign Up Start,CPA Sign Up Start,Sportsbook Page View,CPA Sportsbook Pageview,Engaged Visit,CPA Engaged Visit,Site Visit,CPA Site Visit
87,2024-09-10 00:00:00,Tablet,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,1,0.00,214,0.00,103,0.00,143,0
88,2024-09-10 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,214849,8861,42.53,4.80,0,0,0.00,315,0.14,157,0.27,208,0.20448507
89,2024-09-11 00:00:00,Mobile,SCNG_Friction Digital_BOL_2024_Display_CLN-267295,USD,0,0,0.00,0.00,0,7,0.00,7907,0.00,3689,0.00,4903,0
90,2024-09-11 00:00:00,Mobile,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,12,0.00,2570,0.00,1142,0.00,1636,0
91,2024-09-11 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,2986427,166887,617.69,3.70,69,11,56.15,7829,0.08,3534,0.17,4687,0.131788804
92,2024-09-11 00:00:00,Other,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,1457,55,0.17,3.12,0,0,0.00,3,0.06,3,0.06,3,0.057214608
93,2024-09-11 00:00:00,PC,SCNG_Friction Digital_BOL_2024_Display_CLN-267295,USD,0,0,0.00,0.00,0,2,0.00,4650,0.00,1407,0.00,2068,0
94,2024-09-11 00:00:00,PC,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,2,0.00,550,0.00,263,0.00,373,0
95,2024-09-11 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,2413588,40329,209.14,5.19,5,4,52.28,3559,0.06,1527,0.14,1962,0.106594047
96,2024-09-11 00:00:00,Tablet,SCNG_Friction Digital_BOL_2024_Display_CLN-267295,USD,0,0,0.00,0.00,0,2,0.00,312,0.00,153,0.00,196,0
97,2024-09-11 00:00:00,Tablet,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,0,0.00,181,0.00,99,0.00,116,0
98,2024-09-11 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,204966,7260,31.14,4.29,0,2,15.57,349,0.09,146,0.21,188,0.165664861
99,2024-09-12 00:00:00,Mobile,SCNG_Friction Digital_BOL_2024_Display_CLN-267295,USD,0,0,0.00,0.00,0,5,0.00,8956,0.00,4151,0.00,5475,0
100,2024-09-12 00:00:00,Mobile,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,16,0.00,3183,0.00,1353,0.00,1895,0
101,2024-09-12 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,3458576,172499,621.51,3.60,68,15,41.43,10735,0.06,4861,0.13,6325,0.098263095
102,2024-09-12 00:00:00,Other,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,2266,68,0.22,3.18,0,0,0.00,7,0.03,3,0.07,4,0.054059184
103,2024-09-12 00:00:00,PC,SCNG_Friction Digital_BOL_2024_Display_CLN-267295,USD,0,0,0.00,0.00,0,2,0.00,4785,0.00,1600,0.00,2160,0
104,2024-09-12 00:00:00,PC,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,1,0.00,463,0.00,236,0.00,331,0
105,2024-09-12 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,2284506,38462,237.73,6.18,4,2,118.86,4706,0.05,2051,0.12,2617,0.090840029
106,2024-09-12 00:00:00,Tablet,SCNG_Friction Digital_BOL_2024_Display_CLN-267295,USD,0,0,0.00,0.00,0,0,0.00,314,0.00,156,0.00,218,0
107,2024-09-12 00:00:00,Tablet,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,1,0.00,172,0.00,99,0.00,125,0
108,2024-09-12 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,218383,7024,26.63,3.79,3,2,13.31,466,0.06,168,0.16,222,0.119948234
109,2024-09-13 00:00:00,Mobile,SCNG_Friction Digital_BOL_2024_Display_CLN-267295,USD,0,0,0.00,0.00,0,9,0.00,8461,0.00,3761,0.00,5014,0
110,2024-09-13 00:00:00,Mobile,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,20,0.00,2720,0.00,1238,0.00,1712,0
111,2024-09-13 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,3280859,180936,839.84,4.64,100,20,41.99,11344,0.07,4677,0.18,6363,0.131988562
112,2024-09-13 00:00:00,Other,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,0,0.00,1,0.00,0,0.00,1,0
113,2024-09-13 00:00:00,Other,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,1713,53,0.19,3.61,0,0,0.00,2,0.10,1,0.19,1,0.191093986
114,2024-09-13 00:00:00,PC,SCNG_Friction Digital_BOL_2024_Display_CLN-267295,USD,0,0,0.00,0.00,0,5,0.00,4622,0.00,1399,0.00,2063,0
115,2024-09-13 00:00:00,PC,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,1,0.00,415,0.00,217,0.00,340,0
116,2024-09-13 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,2936859,49007,253.76,5.18,6,7,36.25,4790,0.05,2047,0.12,2605,0.09741114
117,2024-09-13 00:00:00,Tablet,SCNG_Friction Digital_BOL_2024_Display_CLN-267295,USD,0,0,0.00,0.00,0,0,0.00,284,0.00,127,0.00,179,0
118,2024-09-13 00:00:00,Tablet,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,0,0.00,222,0.00,128,0.00,159,0
119,2024-09-13 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,181419,6669,32.94,4.94,1,1,32.94,354,0.09,191,0.17,241,0.136687894
120,2024-09-14 00:00:00,Mobile,SCNG_Friction Digital_BOL_2024_Display_CLN-267295,USD,0,0,0.00,0.00,0,10,0.00,15247,0.00,6577,0.00,9393,0
121,2024-09-14 00:00:00,Mobile,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,21,0.00,4760,0.00,2118,0.00,3460,0
122,2024-09-14 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,2365352,135617,674.85,4.98,68,32,21.09,22778,0.03,9292,0.07,13068,0.051641626
123,2024-09-14 00:00:00,Other,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,0,0.00,2,0.00,2,0.00,4,0
124,2024-09-14 00:00:00,Other,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,1270,71,0.20,2.78,0,0,0.00,13,0.02,6,0.03,9,0.021947079
125,2024-09-14 00:00:00,PC,SCNG_Friction Digital_BOL_2024_Display_CLN-267295,USD,0,0,0.00,0.00,0,4,0.00,6779,0.00,2323,0.00,3457,0
126,2024-09-14 00:00:00,PC,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,3,0.00,834,0.00,427,0.00,686,0
127,2024-09-14 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,1219222,19208,136.90,7.13,2,12,11.41,8505,0.02,3648,0.04,4906,0.027905318
128,2024-09-14 00:00:00,Tablet,SCNG_Friction Digital_BOL_2024_Display_CLN-267295,USD,0,0,0.00,0.00,0,1,0.00,546,0.00,268,0.00,381,0
129,2024-09-14 00:00:00,Tablet,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,2,0.00,249,0.00,149,0.00,215,0
130,2024-09-14 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,139563,5644,28.26,5.01,1,3,9.42,1031,0.03,413,0.07,574,0.049227628
131,2024-09-15 00:00:00,Mobile,SCNG_Friction Digital_BOL_2024_Display_CLN-267295,USD,0,0,0.00,0.00,0,9,0.00,12561,0.00,5516,0.00,7722,0
132,2024-09-15 00:00:00,Mobile,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,12,0.00,4099,0.00,1967,0.00,3036,0
133,2024-09-15 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,2865535,159441,709.93,4.45,74,24,29.58,21353,0.03,9151,0.08,12931,0.054901342
134,2024-09-15 00:00:00,Other,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,0,0.00,6,0.00,3,0.00,4,0
135,2024-09-15 00:00:00,Other,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,1539,79,0.30,3.76,0,0,0.00,7,0.04,8,0.04,9,0.032972248
136,2024-09-15 00:00:00,PC,SCNG_Friction Digital_BOL_2024_Display_CLN-267295,USD,0,0,0.00,0.00,0,4,0.00,6041,0.00,2006,0.00,2953,0
137,2024-09-15 00:00:00,PC,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,1,0.00,682,0.00,305,0.00,501,0
138,2024-09-15 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,1324116,25715,145.68,5.67,2,5,29.14,7546,0.02,3274,0.04,4565,0.031913149
139,2024-09-15 00:00:00,Tablet,SCNG_Friction Digital_BOL_2024_Display_CLN-267295,USD,0,0,0.00,0.00,0,0,0.00,456,0.00,209,0.00,285,0
140,2024-09-15 00:00:00,Tablet,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,0,0.00,217,0.00,111,0.00,173,0
141,2024-09-15 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,168963,6236,28.52,4.57,3,2,14.26,904,0.03,379,0.08,510,0.055912784
142,2024-09-16 00:00:00,Mobile,SCNG_Friction Digital_BOL_2024_Display_CLN-267295,USD,0,0,0.00,0.00,0,7,0.00,6508,0.00,3304,0.00,4628,0
143,2024-09-16 00:00:00,Mobile,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,11,0.00,2080,0.00,1116,0.00,1641,0
144,2024-09-16 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,3368690,214671,782.02,3.64,109,28,27.93,11705,0.07,5593,0.14,7710,0.10142884
145,2024-09-16 00:00:00,Other,SCNG_Friction Digital_BOL_Aug-2024_Display_CLN-269609,USD,0,0,0.00,0.00,0,0,0.00,2,0.00,1,0.00,2,0
146,2024-09-16 00:00:00,Other,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,1608,46,0.13,2.83,0,0,0.00,3,0.04,3,0.04,3,0.043347875
